never-ending	.nevqr'endIN	нескончаемый; бесконечный		нескончаемый поток беженцев; бесконечные жалобы/несчастья
nevertheless	.nevqDq'les	тем не менее		
new	nju:	новый; ранее не существовавший; новый; ранее не использовавшийся; новый; только что обнаруженный или открытый; новый; другой; следующий; молодой		
New Year	.nju:'jIq	Новый год		
newborn	'nju:bO:n		a newborn baby	новорождённый
newcomer	'nju:.kAmq	приезжий; новоприбывший	a newcomer to the city; a newcomer to the neighbourhood	приезжий; новый человек в этом районе
newly	'nju:lI	недавно		
newlyweds	'nju:lIwedz	новобрачные; молодожёны		
news	nju:z	новость; сообщение; известие; передача новостей		
newsagent	'nju:zeIdZqnt	газетный киоскёр; владелец газетного магазина	a newsagent's (shop)	газетный киоск
newscaster	'nju:zkã:stq	диктор последних известий		
newsflash	'nju:zflxS	экстренное сообщение		
newspaper	'nju:s.peIpq	газета		
next	nekst	следующий; ближайший; соседний; потом; затем; дальше; в следующий раз; снова		
next door	.nekst'dO:	по-соседству; рядом	the people next door; to live next door to /a cinema	люди, живущие по-соседству; жить рядом с кем-л./кинотеатром
next-door	.nekst'dO:		next-door neighbours	ближайшие соседи
nib	nIb	перо	the nib of a fountain pen	перо авторучки
nibble	'nIbl	грызть; откусывать		
nice	naIs	милый; славный; приятный; хороший; чудесный		
nicely	'naIslI	хорошо; вполне		
nick	nIk	зарубка; засечка; порез; делать зарубку; засечку; порезать; стащить; украсть		
nickel	'nIkl	никель; монета в пять центов		
nickname	'nIkneIm	прозвище; кличка; давать прозвище; кличку	Mac is just my nickname	Мак - это моё прозвище
nicotine	'nIkqti:n	никотин	teeth browned by nicotine	зубы, пожелтевшие от никотина
niece	ni:s	племянница		
niggle	'nIgl	придираться	to niggle over every detail/sentence	придираться к каждой мелочи/к каждому предложению
night	naIt	ночь; вечер		
night shift	'naItSIft	ночная смена		работать в ночную смену; ночная смена закончила дежурство
night watchman	.naIt'wPtSmqn	ночной сторож		
nightclub	'naItklAb	ночной клуб	an expensive/fashionable/popular nightclub	дорогой/модный/популярный ночной клуб
nightdress	'naItdres	ночная рубашка		
nightfall	'naItfO:l		at nightfall	с наступлением темноты, в сумерках
nightgown	'naItgaǔn			
nightingale	'naItINgeIl	соловей		
nightlife	'naItlaIf	ночная жизнь; ночные развлечения	the exotic nightlife of Las Vegas	экзотическая ночная жизнь Лас-Вегаса
nightly	'naItlI	вечерний; каждый вечер или ночь	a nightly news broadcast; a play performed nightly	ночной выпуск новостей; пьеса, которая идёт каждый вечер
nightmare	'naItmeq	кошмар		
nil	nIl	ноль		
nimble	'nImbl	ловкий; проворный; подвижный; живой; сообразительный		
nine	naIn	девять	nine times out of ten; nine days' wonder	
nineteen	.naIn'ti:n	девятнадцать	to chat/to talk nineteen to the dozen	трещать как сорока
nineteenth	.naIn'ti:nT	девятнадцатый		девятнадцатый век; девятнадцатого января; одна девятнадцатая
ninetieth	'naIntIqT	девяностый	a ninetieth	одна девяностая
ninety	'naIntI	девяносто	to live to be ninety; in the nineties	дожить до девяноста лет; в девяностые годы
ninth	naInT	девятый	a ninth	одна девятая
nip	nIp	щипок; зажим; щипать; ущипнуть; сбегать		
nipple	'nIpl	сосок	cracked/sore nipples	потрескавшиеся/воспалённые соски
nippy	'nIpI	морозный; быстрый		
nit	nIt	гнида		
nitrogen	'naItrqdZqn	азот		
no	nqǔ	отрицательный ответ; нет; никакой; небольшой; незначительный; нет; не; не		
no one	'nqǔwAn			
no-go area	.nqǔ'gqǔ.eqrIq	запретная зона		
no-man's-land	'nqǔmqnzlxnd	нейтральная полоса		
No.	nqǔ			
nobility	nqǔ'bIlqtI	благородство; достоинство	the nobility; he showed nobility in defeat	
noble	'nqǔbl	благородный		
nobleman	'nqǔblmqn	аристократ; дворянин		
nobody	'nqǔbqdI	никто; ничтожество; никто		
nocturnal	nPk'tx:nl	ночной	a nocturnal visit; a nocturnal bird	ночной визит; ночная птица
nod	nPd	кивок; кивать		
noise	nOIz	шум; звук		
noisy	'nOIzI	шумный		
nomad	'nqǔmxd	кочевник	the nomads of the desert	кочевники пустыни
nomadic	nqǔ'mxdIk	кочевой	nomadic tribes/peoples; to lead a nomadic way of life	кочевые племена/народы; вести кочевой образ жизни
nominal	'nPmInl	номинальный; ничтожно малый; символический		
nominate	'nPmIneIt	выдвигать; назначать		
nomination	.nPmI'neISn	выдвижение		
nominative	'nPmInqtIv	именительный падеж		
nominee	.nPmI'ni:	кандидат	this year's Oscar nominees	кандидаты на премию Оскара в этом году
non-	nPn-			
nonalcoholic	.nPnxlkq'hPlIk		a nonalcoholic drink	безалкогольный напиток
nonaligned	.nPnq'laInd		nonaligned nations	неприсоединившиеся страны
nonchalant	'nPnSqlqnt	бесстрастный; безразличный	a nonchalant attitude to	безразличное отношение к чему-л.
noncommittal	.nPnkq'mItl	уклончивый	a noncommittal answer; to be noncommittal	уклончивый ответ; говорить уклончиво
nondescript	'nPndIskrIpt	невзрачный; невыразительный	nondescript clothes; a complex of nondescript buildings	невзрачная одежда; группа невзрачных зданий
none	nAn	никто; ни один; ничто; никакой; нисколько		
nonexistent	.nPnIg'zIstqnt	несуществующий		
nonsense	'nPnsqns	вздор; глупость; чепуха		
nonsmoker	.nPn'smqǔkq	некурящий человек; вагон или купе для некурящих		
nonstandard	.nPn'stxndqd	нестандартный; ненормативный		
nonstick	.nPn'stIk		a nonstick cooking pan	кастрюля с антипригарным покрытием
nonstop	.nPn'stPp			
noodles	'nu:dlz	лапша	beef with noodles	мясо с лапшой
nook	nǔk		to poke into/to search every nook and cranny	обшарить все углы
noon	nu:n	полдень		
noose	nu:s	петля	to tighten a noose around smb's neck	затянуть петлю на чьей-л. шее
nor	nO:	neither ни...; ни; ни; : также не		
norm	nO:m	норма		устанавливать норму; отклонение от нормы; выше/ниже нормы
normal	'nO:ml	нормальный; обычный		
north	nO:T	север; северный; на север		
northbound	'nO:Tbaǔnd	направляющийся или ведущий на север		
northeast	.nO:T'i:st	северо-восток; северо-восточный; на северо-восток		
northern	'nO:Dn	северный		
Northerner	'nO:Dqnq	северянин		
northwest	.nO:T'west	северо-запад; северо-западный; на северо-запад		
Norwegian	nO:'wi:dZqn	норвежец; норвежка; норвежский язык; норвежский		
nose	nqǔz	нос; нос; передняя часть; нюх; чутьё; медленно и осторожно продвигаться вперёд		
to nose about		вынюхивать; выведывать	see that no one comes nosing around	смотри, чтобы никто не подглядывал и не подслушивал
nosebleed	'nqǔzbli:d	кровотечение из носа	he often suffers from nosebleeds	у него часто идёт кровь из носа
nosedive	'nqǔzdaIv	пикировать; резко падать	prices have nosedived recently	цены за последнее время резко упали
nosey	'nqǔzI			
nostalgia	nP'stxldZq	ностальгия	nostalgia for the good old days	ностальгия по добрым старым временам
nostril	'nPstrql	ноздря		
nosy	'nqǔzI	любопытный	don't be so nosy!	не будь таким любопытным!
not	nPt	не; не; нет		
not much of an artist		весьма посредственный художник		
notable	'nqǔtqbl	заслуживающий внимания; важный; значительный; заметный		
notably	'nqǔtqblI	особенно; заметно; явно		
notch	nPtS	зарубка; делать зарубку	to cut/to make a notch in	делать зарубку на чём-л.
to notch up			разг. to notch up a victory	одержать победу
note	nqǔt	запись; заметка; записка; примечание; сноска; банкнота; нота; нотка; тон; внимание		
notebook	'nqǔtbǔk	записная книжка; блокнот	a loose-leaf notebook	блокнот с отрывными листами
notepaper	'nqǔt.peIpq	почтовая бумага		
noteworthy	'nqǔt.wx:DI	заслуживающий внимания; примечательный		
nothing	'nATIN	ничего; нечего; ничто; нисколько; совсем не		
notice	'nqǔtIs	объявление; предупреждение; уведомление; внимание; замечать		
notice board	'nqǔtIsbO:d	доска объявлений	to look on the notice board	поискать  на доске объявлений
noticeable	'nqǔtIsqbl	заметный		
notify	'nqǔtIfaI	извещать		
notion	'nqǔSn	понятие; представление		
notorious	nqǔ'tO:rIqs	пользующийся дурной славой; печально известный		
notwithstanding	.nPtwIT'stxndIN	несмотря на		
nought	nO:t	ноль	a game of noughts and crosses	игра в крестики и нолики
noun	naǔn	имя существительное		
nourish	'nArIS	питать; кормить; питать; лелеять		
nourishing	'nArISIN	питательный	a nourishing diet/drink; nourishing food	питательная диета, -ый напиток; питательная пища
nourishment	'nArISmqnt	питание		
novel	'nPvl	роман; новый; оригинальный		
novelist	'nPvqlIst	романист		
novelty	'nPvltI	новизна; новинка; новшество		
November	nqǔ'vembq	ноябрь		пятого ноября; в ноябре прошлого года
novice	'nPvIs	новичок	a novice at/in; a novice swimmer	новичок в чём-л.; начинающий пловец
now	naǔ	сейчас; теперь; в то время; тогда		
nowadays	'naǔqdeIz	в наше время; теперь	nowadays everybody needs to know something about computers	
nowhere	'nqǔweq	нигде; негде; никуда; некуда		
noxious	'nPkSqs	ядовитый; вредный	noxious fumes/chemicals; a cloud of noxious vapour	ядовитые газы/химические вещества; облако ядовитых испарений
nozzle	'nPzl	насадка; наконечник; сопло		
nuance	'nju:ã:ns	оттенок; тонкое отличие; нюанс	to imitate every nuance of smb's speech	воспроизводить все мельчайшие особенности чьей-л. речи
nuclear	'nju:klIq	ядерный		
nuclei	'nju:klIaI	nucleus		
nucleus	'nju:klIqs	ядро		ядро атома/клетки; стать ядром какой-л. организации
nude	nju:d	обнажённый; голый	to lie nude on the beach; nude swimming; to be in the nude	
nudge	nAdZ	подталкивать	the girls grinned and nudged each other	девушки посмеивались и подталкивали друг друга локтями
nudist	'nju:dIst	нудист	a beach for nudists	нудистский пляж
nudity	'nju:dqtI	нагота	there is a lot of nudity in recent films	в фильмах последних лет много сцен с обнажёнными телами
nugget	'nAgIt	самородок	a nugget of gold; a nugget of information	золотой самородок; ценная информация
nuisance	'nju:sns	помеха; неудобство		
numb	nAm	онемевший	hands numb with cold; to go numb; numb with shock/fear	
number	'nAmbq	число; цифра; номер; число; количество; номер; выпуск; номер; число		
numeral	'nju:mqrql	цифра; имя числительное	Arabic/Roman numerals	арабские/римские цифры
numerical	nju:'merIkl	цифровой; численный	numerical data; a numerical code; numerical superiority	цифровые данные; цифровой код; численное превосходство
numerous	'nju:mqrqs	многочисленный		
nun	nAn	монахиня		
nunnery	'nAnqrI	женский монастырь		
nurse	nx:s	медсестра; сиделка; няня; нянька; ухаживать		
nursery	'nx:sqrI	детский сад:		
nursing	'nx:sIN	уход		
nursing home	'nx:sINhqǔm	лечебница		
nut	nAt	орех; гайка		
nutcracker	'nAt.krxkq	щипцы для орехов		
nutcrackers	'nAt.krxkqz	щипцы для орехов		
nutmeg	'nAtmeg	мускатный орех		
nutrition	nju:'trISn	питание	good nutrition; improvements in nutrition	правильное питание; улучшение питания
nutritious	nju:'trISqs	питательный	a nutritious meal; milk is very nutritious	питательная еда; молоко очень питательно
nuts	nAts		to be nuts	рехнуться
nutshell	'nAtSel	ореховая скорлупа	in a nutshell; to put it in a nutshell	кратко, в двух словах; резюмируя всё сказанное
nuzzle	'nAzl	тыкаться носом; тереться; прижиматься		
nymph	nImf	нимфа	a river nymph; a tree nymph	наяда; дриада
O	qǔ	нуль: 1905  при названии года); 203-47-05  в номерах телефонов)		
o'clock	q'klPk			
oak	qǔk	дуб; древесина дуба		
oar	O:	весло	to ship oars	вкладывать вёсла в уключины
oasis	qǔ'eIsIs	оазис	an oasis of calm/prosperity	оазис спокойствия/благополучия
oath	qǔT	клятва; присяга		
oatmeal	'qǔtmi:l	овсяная крупа или мука	oatmeal buscuits	овсяное печенье
oats	qǔts	овёс	to store oats for horses	запасать овёс для лошадей
obedience	q'bi:djqns	повиновение; послушание		
obedient	q'bi:djqnt	послушный; покорный	an obedient child/dog; to be obedient to	послушный ребёнок, -ая собака; слушаться кого-л.
obey	q'beI	подчиняться; слушаться		
object	qb'dZekt	вещь; предмет; предмет; объект; цель; дополнение; возражать; протестовать		
objection	qb'dZekSn	возражение; протест		
objectionable	qb'dZekSnqbl	предосудительный	smb's objectionable behaviour; to find  objectionable	
objective	qb'dZektIv	цель; объективный		
obligation	.PblI'geISn	обязательство		
obligatory	q'blIgqtqrI	обязательный		
oblige	q'blaIdZ	обязывать; оказывать услугу; делать одолжение		
obliging	q'blaIdZIN	услуж-ливый; любезный	an obliging young man; an obliging doorman	любезный молодой человек; услужливый швейцар
oblique	q'bli:k	косвенный; косой; наклонный		
obliterate	q'blItqreIt	уничтожать; стирать		
oblivion	q'blIvIqn	забвение	to fall/to sink into oblivion	быть преданным забвению
oblong	'PblPN	продолговатый	an oblong table/table cloth	продолговатый стол, длинная скатерть
obscene	qb'si:n	непристойный; неприличный	obscene pictures; to confiscate obscene publications	
obscenity	qb'senqtI	непристойность; ругательство		
obscure	qb'skjǔq	делать неясным; скрывать; закрывать собой; неясный; непонятный; малоизвестный		
obscurity	qb'skjǔqrqtI	безвестность; неясность		
observance	qb'zx:vns	соблюдение	the observance of a treaty/speed limits	соблюдение договора/установленных ограничений скорости
observant	qb'zx:vnt	наблюдательный		
observation	.Pbzq'veISn	наблюдение; изучение; замечание		
observatory	qb'zx:vqtrI	обсерватория		
observe	qb'zx:v	заметить; увидеть; наблюдать; изучать; соблюдать; замечать; отмечать		
observer	qb'zx:vq	наблюдатель; обозреватель		
obsess	qb'ses	овладевать; преследовать; мучить		
obsession	qb'seSn	одержимость; навязчиваяидея		
obsolete	'Pbsqli:t	устарелый; устаревший; вышедший из употребления		
obstacle	'Pbstqkl	препятствие; помеха		
obstetrician	.Pbstq'trISn	акушер; акушерка	a young obstetrician attended the birth	роды принимала молодая акушерка
obstinate	'Pbstqnqt	упрямый; упорный; труднопреодолимый		
obstruct	qb'strAkt	преграждать; создавать препятствия; мешать		
obstruction	qb'strAkSn	преграда; препятствие; обструкция		
obtain	qb'teIn	получать; приобретать		
obvious	'PbvIqs	явный; очевидный; ясный		
obviously	'PbvIqslI	явно; очевидно		
occasion	q'keIZn	случай; раз; случай; возможность; событие; случай		
occasional	q'keIZqnl	редкий; случайный; нерегулярный		
occasionally	q'keIZnqlI	время от времени; изредка; иногда		
occult	P'kAlt	оккультный; мистический	occult arts/ceremonies; to possess occult powers	оккультные науки/обряды; обладать мистической силой
occupant	'Pkjǔpqnt	жилец		
occupation	.Pkjǔ'peISn	род занятий; профессия; занятие; времяпрепровождение; оккупация		
occupational	.Pkju:'peISqnl	профессиональный; связанный с характером деятельности	an occupational disease; occupational hazards	
occupy	'PkjǔpãI	занимать; заполнять; занимать; захватывать; оккупировать		
occur	q'kx:	происходить; случаться; встречаться		
to occur to		приходить в голову		
occurrence	q'kArqns	случай; происшествие		
ocean	'qǔSn	океан; огромное количество		
October	Pk'tqǔbq	октябрь		
odd	Pd	странный; необычный; случайный; непарный; разрозненный; нечётный: 1; 3; 5 are odd numbers 1; 3; 5 - нечётные числа		
oddly	'PdlI	странно	oddly enough; to behave oddly	странно; странно себя вести
odds	Pdz	вероятность; шансы; ставки; разногласия		
odious	'qǔdjqs	одиозный; отвратительный; гнусный	an odious smell; an odious crime; what an odious woman!	
odor	'qǔdq	запах		
odour		запах		
of	qv	на		
off	Pf	уходящий; нерабочий; отменённый; отложенный; обеспеченный; не совсем свежий; дальний; более удалённый		
off colour	.Pf'kAlq	нездоровый	to feel off colour	неважно себя чувствовать
off-licence	'Pf.lãIsns	магазин; торгующий спиртными напитками на вынос	to buy a bottle of wine at an off-licence	купить в винном магазине бутылку вина
off-peak	.Pf'pi:k	относящийся к периоду наименьшей нагрузки		
off-the-record	.PfDq'rekO:d	не предназначенный для печати; an off-the-record conversation частная беседа; the source is off-the-record источник не подлежит огласке; the Prime Minister's remarks were strictly off-the-record замечания премьер-министра носили частный характер и не предназначались для печати		
offence	q'fens	проступок; правонарушение; обида		
offend	q'fend	обижать; возмущать; вызывать раздражение; нарушать		
offender	q'fendq	правонарушитель; преступник		
offensive	q'fensIv	наступление; оскорбительный; наступательный		
offer	'Pfq	предложение; предлагать		
offhand	.Pf'hxnd	бесцеремонный; без подготовки		
office	'PfIs	контора; служебное помещение; офис; ведомство; министерство; должность; пост		
officer	'PfIsq	офицер; полицейский; чиновник; служащий; должностное лицо		
official	q'fISl	должностное лицо; служащий; служебный; официальный		
offshore	'PfSO:	находящийся на расстоянии от берега	offshore islands	прибрежные острова
offspring	'PfsprIN		how are your offspring?	как поживают ваши дети?
often	'Pfn	часто		
oh	qǔ	о!; ох!; ой!		
oh, very well		ну ладно		
oil	OIl	масло; смазочный материал; нефть; картина; написанная масляными красками; смазывать		
oil painting	.OIl'peIntIN	живопись масляными красками; картина; написанная маслом		
oilcloth	'OIlklPT	клеёнка	to spread an oilcloth on the table	стелить клеёнку на стол
oils	OIlz	масляные краски	to paint in oils	писать маслом
oilskin	'OIlskIn	непромокаемый плащ		
oily	'OIlI	масляный; маслянистый; льстивый; елейный		
ointment	'OIntmqnt	мазь		
OK	.qǔ'keI	одобрение; согласие; одобрять; утверждать; всё в порядке; в норме; хорошо; ладно!		
okay		одобрение; согласие; одобрять; утверждать; всё в порядке; в норме; хорошо; ладно!		
old	qǔld	пожилой; старый; старый; старинный; существовавший долгое время; старый; бывший в употреблении; бывший; прежний		
old-fashioned	.qǔld'fxSnd	старомодный; несовременный		
olive	'PlIv	олива :; оливка; маслина; оливковый; оливкового цвета		
Olympic	qǔ'lImpIk	олимпийский	the Olympic Games; Olympic champions; an Olympic gold medal	
Olympics	qǔ'lImpIks	Олимпийские игры	to hold the Olympics	проводить Олимпийские игры
omelet	'PmlIt	омлет	a cheese and mushroom omelet; to make an omelet	омлет с сыром и грибами; делать омлет
omelette		омлет	a cheese and mushroom omelette; to make an omelette	омлет с сыром и грибами; делать омлет
omen	'qǔmen	примета; предзнаменование; знак	a good/happy omen; to take  as a bad omen	
ominous	'PmInqs	зловещий	ominous black clouds; to maintain an ominous silence	зловещие чёрные тучи; хранить зловещее молчание
omission	q'mISn	пропуск; упущение; оплошность		
omit	q'mIt	пропускать; опускать; пренебрегать; упускать		
on	qn. n	-л.; -л.; : по; об		
once	wAns	один раз; когда-то; однажды; как только; когда		
oncoming	'PnkAmIN	движущийся навстречу		
one	wAn	один; какой-то; одинаковый; тот же самый; единственный; тот		
one-sided	.wAn'saIdId	односторонний; пристрастный		
one-way	.wAn'weI	односторонний	a one-way street; one-way traffic; a one-way ticket	
oneself	wAn'self	себя; себе; собой; -ся; сам		
onion	'Anjqn	лук; луковица	spring onions; to peel/to chop an onion; an onion soup/salad	
onlooker	'Pn.lǔkq	зритель; наблюдатель; зевака		
only	'qǔnlI	единственный; только		
onslaught	'PnslO:t	натиск; нападение	the enemy onslaught; to make an onslaught on	натиск врага; / совершать нападение на кого-л./что-л.
onward	'Pnwqd	вперёд	to move onward; from that time onward	продвигаться вперёд; с тех пор
onwards	'Pnwqdz	вперёд	to move onwards; from that time onwards	продвигаться вперёд; с тех пор
oops	ǔps			
ooze	u:z	вытекать; сочиться		
opaque	qǔ'peIk	матовый; непрозрачный; неясный; непонятный	opaque glass; his intentions remained opaque	матовое стекло; его намерения оставались непонятными
open	'qǔpqn	открывать; раскрывать; открывать; начинать; начинать функционировать; открываться; открывать; основывать; быть представленным зрителю; открытый		
to open into		выходить		
Open University	.qǔpnju:nI 'vx:sqtI	Открытый университет		
to open up		открывать; делать доступным; говорить свободно; открыто		
open-minded	.qǔpn'maIndId	непредвзятый	an open-minded approach to; an open-minded person	
opener	'qǔpnq	консервный нож	a tin/  can opener; a bottle opener	консервный нож; открывалка для бутылок
opening	'qǔpnIN	открытие; отверстие; просвет; удобный случай; благоприятная возможность; вакансия; начальный; открывающий		
openly	'qǔpnlI	открыто; откровенно	to speak openly	говорить откровенно
opera	'Ppqrq	опера		
operate	'PpqreIt	управлять; действовать; работать; действовать; орудовать; оперировать		
operation	.Ppq'reISn	операция; спланированное действие; операция; действие; функционирование		
operator	'PpqreItq	телефонист; оператор; машинист; диспетчер		оператор ЭВМ; крановщик; лифтёр; связист, радист; турагент
opinion	q'pInjqn	мнение; взгляд		
opponent	q'pqǔnqnt	противник; соперник		
opportunity	.Ppq'tju:nqtI	возможность; удобный случай		
oppose	q'pqǔz	возражать; сопротивляться		
opposed	q'pqǔzd	противоположный; выступающий против		
opposite	'PpqzIt	противоположность; противоположный; напротив; напротив		
opposition	.Ppq'zISn	сопротивление; противодействие; оппозиция		
oppress	q'pres	угнетать; притеснять; удручать		
oppression	q'preSn	угнетение; притеснение; угнетённость; подавленность	severe oppression; a sense of oppression	жестокое притеснение; чувство подавленности
oppressive	q'presIv	тягостный; гнетущий; жестокий; деспотический		
oppressor	q'presq	угнетатель; деспот	to stand up to a foreign oppressor	оказывать сопротивление иностранным захватчикам
opt	Ppt	выбрать; предпочесть	to opt for	выбрать/предпочесть что-л.
to opt out		предпочесть не делать что-л.	don't opt out!	не иди на попятную!
optical	'PptIkl	оптический	optical instruments; an optical illusion	оптические приборы; оптический обман
optician	Pp'tISn	врач; занимающийся проверкой зрения и подбором и продажей очков		
optimism	'PptImIzqm	оптимизм		
optimist	'PptImIst	оптимист	an eternal optimist	непоколебимый оптимист
optimistic	.PptI'mIstIk	оптимистичный; оптимистический		
option	'PpSn	выбор		
optional	'PpSqnl	необязательный; дополнительный		
or	O:	или; и не; иначе		
oral	'O:rql	устный; ротовой; оральный	an oral test/translation; oral reports; oral hygiene	устный экзамен/перевод; устные сообщения; гигиена рта
orally	'O:rqlI	устно; орально	to do an exercise orally; not to be taken orally	сделать упражнение устно; только для наружного применения
orange	'PrIndZ	апельсин; оранжевый цвет		
orbit	'O:bIt	орбита; вращаться по орбите		
orbital	'O:bItl		an orbital road; the London Orbital Motorway	кольцевая дорога; Лондонская кольцевая дорога
orchard	'O:tSqd	фруктовый сад	an apple/cherry orchard	яблоневый/вишнёвый сад
orchestra	'O:kIstrq	оркестр		
ordeal	O:'di:l	испытание		
order	'O:dq	порядок; последовательность; порядок; хорошее рабочее состояние; порядок; дисциплина; заказ; чек; рыцарский или религиозный орден; орден		
to order smb about		помыкать кем-л.		
orderly	'O:dqlI	аккуратный; организованный; дисциплинированный; спокойный		
ordinal	'O:dInl	порядковое числительное	first, second and third are ordinals	первый, второй и третий - порядковые числительные
ordinarily	'O:dnrqlI	обычно		
ordinary	'O:dnrI	обычный; обыкновенный		
ore	O:	руда	copper/iron ore; an area rich in ores; mining for ore	
organ	'O:gqn	орган; орган; учреждение; печатный орган; орган		
organic	O'gxnIk	органический; натуральный; выращенный без применения химических удобрений	organic chemistry; organic nature; organic food	
organization	'O:gqnaIzeISn	организация; объединение; организация; организация работ		
organize	'O:gqnaIz	организовывать; устраивать; организовывать; приводить в порядок		
organized	'O:gqnaIzd	организованный	organized resistance; to be/to get very organized	
organized crime	.O:gqnaIzd 'kraIm	организованная преступность		
organizer	'O:gqnãIzq	организатор		
orgasm	'O:gxzqm	оргазм	to have an orgasm; to achieve/to reach an orgasm	испытывать оргазм; достичь оргазма
orgy	'O:dZI	оргия	a drunken orgy	пьяная оргия
orient	'O:rIent	ориентировать		сориентироваться в новой ситуации; найти своё место в жизни
oriental	.O:rI'entl	восточный		
origin	'PrIdZIn	происхождение; причина		
original	q'rIdZqnl	оригинал; подлинник; первый; первоначальный; оригинальный; подлинный		
originally	q'rIdZqnqlI	первоначально; оригинально		
originate	q'rIdZqneIt	происходить; возникать; создавать		
ornament	'O:nqment	украшение; украшать		
orphan	'O:fn	сирота		
orphanage	'O:fqnIdZ	детский дом	a programme to help children in orphanages	программа помощи детям в детских домах
orthodox	'O:TqdPks	ортодоксальный; общепринятый; православный	orthodox behaviour/views; the Russian Orthodox Church	
ostrich	'PstrItS	страус	an ostrich feather	страусовое перо
other	'ADq	другой; второй; другой; иной; другой; иначе; по-другому		
otherwise	'ADqwaIz	иначе; в остальном; в других отношениях; иначе; в противном случае		
ought	O:t			
oughtn't	'O:tnt	ought not		
ounce	aǔns	унция; небольшое количество		
our	'aǔq		our house/problem; at our place; we raised our hands	наш дом, наша проблема; у нас; мы подняли руки
our pay increase was swallowed up by the increase in taxes		увеличившиеся налоги съели прирост заработной платы		
ours	'aǔqz			
ourselves	.aǔq'selvz	себя; -ся; себе; сами		
oust	aǔst	выгонять; смещать		
out	aǔt	-л.		
out of	'aǔtqv	-л.; -л.		
out-of-date	.aǔtqv'deIt	устарелый; устаревший	an out-of-date concept; out-of-date clothes/technology	устарелое понятие; старомодная одежда, устаревшая технология
out-of-the-way	.aǔtqvDq'weI	отдалённый	our expeditions have been to some out-of-the-way places	мы совершили экспедиции в отдалённые районы
outbreak	'aǔtbreIk	внезапное начало; вспышка	the outbreak of war; an outbreak of cholera/violence	внезапное начало военных действий; вспышка холеры/насилия
outburst	'aǔtbx:st	взрыв; вспышка		
outcast	'aǔtkã:st	изгой; отверженный	to treat  as an outcast	обращаться с кем-л. как с изгоем
outcome	'aǔtkAm	результат; итог; исход		
outcry	'aǔtkraI	протест		
outdated	.aut.deItId	устаревший		
outdid	.aǔt'dId	outdo		
outdo	.aǔt'du:	превзойти	to outdo  in; to refuse to be outdone in	
outdone	.aǔt'dAn	outdo		
outdoor	'aǔtdO:	находящийся на открытом воздухе; предназначенный для улицы		
outdoors	.aǔt'dO:z	на открытом воздухе		
outer	'aǔtq	внешний; наружный		наружные стены дома; внешнее покрытие; верхняя одежда
outfit	'aǔtfIt	комплект; снаряжение		
outgoing	.aǔt'gqǔIN	уходящий; заканчивающий свою деятельность; общительный		
outgrew	.aǔt'gru:	outgrow		
outgrow	.aǔt'grqǔ	перерасти		
outgrown	.aǔt'grqǔn	outgrow		
outing	'aǔtIN	прогулка; экскурсия		
outlast	.aǔt'lã:st	продолжаться дольше; чем	these trees would outlast him	эти деревья его переживут
outlaw	'aǔtlO:	лицо; объявленное вне закона; преступник; объявлять вне закона; to outlaw prostitution/strikes запретить проституцию/забастовки	a band of outlaws; to make  an outlaw	банда преступников; изолировать кого-л. от общества
outlet	'aǔtlet	сток: выход; выходное отверствие		
outline	'aǔtlaIn	очертания; контур; краткое изложение; очерк; эскиз; чертить; рисовать контур; излагать в общих чертах		
outlive	.aǔt'lIv	пережить		
outlook	'aǔtlǔk	вид; отношение к жизни; кругозор; перспектива		
outnumber	.aǔt'nAmbq	превосходить численно		
outpatient	'aǔt.peISnt	амбулаторный больной:	outpatient clinic; an outpatient appointment	
outpost	'aǔtpqǔst	аванпост; отдалённое поселение	a trading outpost	фактория
output	'aǔtpǔt	выпуск; продукция		
outrage	'aǔtreIdZ	грубое нарушение общепринятых норм; оскорбление; негодование; возмущение; возмущать; оскорблять		
outrageous	aǔt'reIdZqs	возмутительный; оскорбительный		
outright	aǔt'raIt	открытый; прямой; категорический; открыто; прямо; категорически		
outset	'aǔtset			
outshine	.aǔt'SaIn	затмевать; превосходить	she outshone all the other competitors	она затмила всех других участников конкурса
outshone	.aǔt'SPn	outshine		
outside	.aǔt'saId	внешняя поверхность; наружность; внешний; наружный; посторонний; снаружи; на улице; вне; за пределами; помимо		
outsider	.aǔt'saIdq	посторонний; чужой		
outskirts	'aǔtskx:ts	край; окраина	on the outskirts of a city/a wood	на окраине города/опушке леса
outspoken	.aǔt'spqǔkqn	откровенный; искренний		
outstanding	.aǔt'stxndIN	выдающийся; исключительный; неуплаченный		
outstay	.aǔt'steI		we outstayed the other guests	мы засиделись дольше других гостей
outstretched	.aǔt'stretSt	протянутый	an outstretched hand; to welcome  with outstretched arms	
outward	'aǔtwqd	внешний		
outwards	'aǔtwqdz	наружу	to turn  outwards; the door opens outwards	выворачивать что-л. наружу; дверь открывается наружу
outweigh	.aǔt'weI	перевешивать; быть более важным		
outwit	.aǔt'wIt	перехитрить	can a machine outwit a human player?; to outwit the police	
outworn	'aǔtwO:n		an outworn idea/method/custom	устаревшее представление, -ий метод, -ая традиция
oval	'qǔvl	овал; овальный	an oval dish/mirror; an oval face; to be oval in shape	овальное блюдо/зеркало; овальное лицо; иметь овальную форму
